province,district,attribute,count,pct,factor
kpk,bannu,yes,255,0.447368421,"Did any delivery
                                                                        take place in the last 3 years"
kpk,bannu,no,315,0.552631579,"Did any delivery
                                                                        take place in the last 3 years"
kpk,lakki marwat,yes,252,0.5,"Did any delivery
                                                                        take place in the last 3 years"
kpk,lakki marwat,no,252,0.5,"Did any delivery
                                                                        take place in the last 3 years"
kpk,d.i.khan,yes,266,0.413043478,"Did any delivery
                                                                        take place in the last 3 years"
kpk,d.i.khan,no,378,0.586956522,"Did any delivery
                                                                        take place in the last 3 years"
kpk,tank,yes,184,0.412556054,"Did any delivery
                                                                        take place in the last 3 years"
kpk,tank,no,262,0.587443946,"Did any delivery
                                                                        take place in the last 3 years"
kpk,abbottabad,yes,188,0.333333333,"Did any delivery
                                                                        take place in the last 3 years"
kpk,abbottabad,no,376,0.666666667,"Did any delivery
                                                                        take place in the last 3 years"
kpk,batagram,yes,240,0.483870968,"Did any delivery
                                                                        take place in the last 3 years"
kpk,batagram,no,256,0.516129032,"Did any delivery
                                                                        take place in the last 3 years"
kpk,haripur,yes,193,0.331046312,"Did any delivery
                                                                        take place in the last 3 years"
kpk,haripur,no,390,0.668953688,"Did any delivery
                                                                        take place in the last 3 years"
kpk,kohistan,yes,141,0.359693878,"Did any delivery
                                                                        take place in the last 3 years"
kpk,kohistan,no,251,0.640306122,"Did any delivery
                                                                        take place in the last 3 years"
kpk,manshera,yes,222,0.375,"Did any delivery
                                                                        take place in the last 3 years"
kpk,manshera,no,370,0.625,"Did any delivery
                                                                        take place in the last 3 years"
kpk,torgarh,yes,116,0.38410596,"Did any delivery
                                                                        take place in the last 3 years"
kpk,torgarh,no,186,0.61589404,"Did any delivery
                                                                        take place in the last 3 years"
kpk,hangu,yes,190,0.31096563,"Did any delivery
                                                                        take place in the last 3 years"
kpk,hangu,no,421,0.68903437,"Did any delivery
                                                                        take place in the last 3 years"
kpk,karak,yes,290,0.470016207,"Did any delivery
                                                                        take place in the last 3 years"
kpk,karak,no,327,0.529983793,"Did any delivery
                                                                        take place in the last 3 years"
kpk,kohat,yes,220,0.35483871,"Did any delivery
                                                                        take place in the last 3 years"
kpk,kohat,no,400,0.64516129,"Did any delivery
                                                                        take place in the last 3 years"
kpk,bonair,yes,286,0.442040185,"Did any delivery
                                                                        take place in the last 3 years"
kpk,bonair,no,361,0.557959815,"Did any delivery
                                                                        take place in the last 3 years"
kpk,chitral,yes,150,0.311850312,"Did any delivery
                                                                        take place in the last 3 years"
kpk,chitral,no,331,0.688149688,"Did any delivery
                                                                        take place in the last 3 years"
kpk,lower dir,yes,264,0.38150289,"Did any delivery
                                                                        take place in the last 3 years"
kpk,lower dir,no,428,0.61849711,"Did any delivery
                                                                        take place in the last 3 years"
kpk,malakand,yes,236,0.415492958,"Did any delivery
                                                                        take place in the last 3 years"
kpk,malakand,no,332,0.584507042,"Did any delivery
                                                                        take place in the last 3 years"
kpk,shangla,yes,212,0.44820296,"Did any delivery
                                                                        take place in the last 3 years"
kpk,shangla,no,261,0.55179704,"Did any delivery
                                                                        take place in the last 3 years"
kpk,swat,yes,286,0.408571429,"Did any delivery
                                                                        take place in the last 3 years"
kpk,swat,no,414,0.591428571,"Did any delivery
                                                                        take place in the last 3 years"
kpk,upper dir,yes,273,0.453488372,"Did any delivery
                                                                        take place in the last 3 years"
kpk,upper dir,no,329,0.546511628,"Did any delivery
                                                                        take place in the last 3 years"
kpk,mardan,yes,275,0.368632708,"Did any delivery
                                                                        take place in the last 3 years"
kpk,mardan,no,471,0.631367292,"Did any delivery
                                                                        take place in the last 3 years"
kpk,swabi,yes,194,0.327702703,"Did any delivery
                                                                        take place in the last 3 years"
kpk,swabi,no,398,0.672297297,"Did any delivery
                                                                        take place in the last 3 years"
kpk,charsada,yes,212,0.359322034,"Did any delivery
                                                                        take place in the last 3 years"
kpk,charsada,no,378,0.640677966,"Did any delivery
                                                                        take place in the last 3 years"
kpk,nowsehra,yes,251,0.362193362,"Did any delivery
                                                                        take place in the last 3 years"
kpk,nowsehra,no,442,0.637806638,"Did any delivery
                                                                        take place in the last 3 years"
kpk,peshawar,yes,421,0.358908781,"Did any delivery
                                                                        take place in the last 3 years"
kpk,peshawar,no,752,0.641091219,"Did any delivery
                                                                        take place in the last 3 years"
punjab,bhawanagar,yes,439,0.464059197,"Did any delivery
                                                                        take place in the last 3 years"
punjab,bhawanagar,no,507,0.535940803,"Did any delivery
                                                                        take place in the last 3 years"
punjab,bahawalpur,yes,504,0.431876607,"Did any delivery
                                                                        take place in the last 3 years"
punjab,bahawalpur,no,663,0.568123393,"Did any delivery
                                                                        take place in the last 3 years"
punjab,rahim yar khan,yes,596,0.451173354,"Did any delivery
                                                                        take place in the last 3 years"
punjab,rahim yar khan,no,725,0.548826646,"Did any delivery
                                                                        take place in the last 3 years"
punjab,d.g khan,yes,383,0.459232614,"Did any delivery
                                                                        take place in the last 3 years"
punjab,d.g khan,no,451,0.540767386,"Did any delivery
                                                                        take place in the last 3 years"
punjab,layyah,yes,167,0.317490494,"Did any delivery
                                                                        take place in the last 3 years"
punjab,layyah,no,359,0.682509506,"Did any delivery
                                                                        take place in the last 3 years"
punjab,muzaffar garh,yes,373,0.450483092,"Did any delivery
                                                                        take place in the last 3 years"
punjab,muzaffar garh,no,455,0.549516908,"Did any delivery
                                                                        take place in the last 3 years"
punjab,rajanpur,yes,313,0.475683891,"Did any delivery
                                                                        take place in the last 3 years"
punjab,rajanpur,no,345,0.524316109,"Did any delivery
                                                                        take place in the last 3 years"
punjab,chiniot,yes,228,0.383838384,"Did any delivery
                                                                        take place in the last 3 years"
punjab,chiniot,no,366,0.616161616,"Did any delivery
                                                                        take place in the last 3 years"
punjab,faisalabad,yes,820,0.366234926,"Did any delivery
                                                                        take place in the last 3 years"
punjab,faisalabad,no,1419,0.633765074,"Did any delivery
                                                                        take place in the last 3 years"
punjab,jhang,yes,419,0.406007752,"Did any delivery
                                                                        take place in the last 3 years"
punjab,jhang,no,613,0.593992248,"Did any delivery
                                                                        take place in the last 3 years"
punjab,t.t singh,yes,345,0.411203814,"Did any delivery
                                                                        take place in the last 3 years"
punjab,t.t singh,no,494,0.588796186,"Did any delivery
                                                                        take place in the last 3 years"
punjab,gujranwala,yes,516,0.4024961,"Did any delivery
                                                                        take place in the last 3 years"
punjab,gujranwala,no,766,0.5975039,"Did any delivery
                                                                        take place in the last 3 years"
punjab,gujrat,yes,289,0.345280765,"Did any delivery
                                                                        take place in the last 3 years"
punjab,gujrat,no,548,0.654719235,"Did any delivery
                                                                        take place in the last 3 years"
punjab,hafaizabad,yes,240,0.381558029,"Did any delivery
                                                                        take place in the last 3 years"
punjab,hafaizabad,no,389,0.618441971,"Did any delivery
                                                                        take place in the last 3 years"
punjab,mandi bahauddin,yes,210,0.360205832,"Did any delivery
                                                                        take place in the last 3 years"
